,region,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_role,agent1_hours,matches1,win_rate1,win_rate1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_role,agent2_hours,matches2,win_rate2,win_rate2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_role,agent3_hours,matches3,win_rate3,win_rate3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3
2909,eu,220.0,227.0,127.0,143.4,0.94,23.2,50.7,115.0,68.3,3.0,3586.0,3834.0,1202.0,218.9,1.25,0.7,590.0,183.0,12.0,50.2,Reyna,Duelist,37.0,67.0,52.2,64.3,68.8,1.0,145.2,223.3,1.0,Abyss,85.0,Clove,Controller,27.0,50.0,50.0,48.7,55.9,0.88,146.1,231.0,12.0,Fracture,70.0,Raze,Duelist,25.0,44.0,45.5,50.0,55.9,0.93,150.5,225.0,3.0,Bind,58.0,Vandal,Assault Rifles,38.0,58.0,4.0,2006.0,Phantom,Assault Rifles,27.0,67.0,6.0,486.0,Ghost,Sidearms,46.0,52.0,2.0,306.0
2910,eu,292.0,33.0,18.0,121.5,0.87,31.4,42.4,14.0,69.1,18.0,467.0,536.0,194.0,182.0,1.23,0.6,49.0,24.0,0.0,48.4,Breach,Initiator,3.4,6.0,66.7,50.0,100.0,0.8,101.9,157.2,35.0,Fracture,100.0,Clove,Controller,3.1,5.0,40.0,50.0,100.0,0.81,131.3,194.6,27.0,Lotus,67.0,Cypher,Sentinel,2.1,4.0,0.0,33.3,66.7,0.78,107.3,159.4,29.0,Abyss,0.0,Vandal,Assault Rifles,50.0,48.0,2.0,272.0,Sheriff,Sidearms,63.0,35.0,1.0,52.0,Classic,Sidearms,43.0,56.0,1.0,35.0
2911,eu,193.0,84.0,45.0,154.1,1.21,31.3,52.4,44.0,74.5,18.0,1462.0,1208.0,523.0,236.5,1.64,0.8,206.0,84.0,2.0,50.4,Tejo,Initiator,8.8,16.0,43.8,53.8,81.8,1.16,152.1,227.8,19.0,Split,60.0,Jett,Duelist,5.5,10.0,40.0,46.2,72.7,1.11,159.0,252.4,16.0,Haven,50.0,Sova,Initiator,4.5,9.0,44.4,50.0,63.6,1.11,141.0,209.1,12.0,Haven,33.0,Vandal,Assault Rifles,49.0,48.0,4.0,750.0,Phantom,Assault Rifles,44.0,54.0,3.0,153.0,Classic,Sidearms,40.0,58.0,2.0,102.0
2912,eu,444.0,97.0,54.0,172.1,1.26,32.3,53.6,52.0,71.9,32.0,1941.0,1545.0,402.0,263.3,1.52,0.9,302.0,70.0,3.0,50.8,Raze,Duelist,7.6,14.0,28.6,37.3,66.7,1.11,179.4,272.9,35.0,Lotus,33.0,Iso,Duelist,6.6,12.0,33.3,76.9,60.0,1.29,186.4,278.3,43.0,Abyss,67.0,Clove,Controller,6.2,12.0,75.0,65.0,57.1,1.43,200.7,304.1,48.0,Split,80.0,Vandal,Assault Rifles,48.0,49.0,4.0,1319.0,Sheriff,Sidearms,63.0,36.0,1.0,113.0,Ghost,Sidearms,55.0,42.0,2.0,93.0
2913,eu,395.0,187.0,100.0,160.5,1.09,26.5,51.3,96.0,72.8,12.0,3286.0,3024.0,1054.0,240.2,1.44,0.8,371.0,138.0,8.0,50.9,Clove,Controller,27.0,50.0,54.0,51.9,64.0,1.02,165.0,249.4,4.0,Lotus,73.0,Jett,Duelist,15.0,30.0,43.3,44.4,64.0,1.12,161.2,241.9,20.0,Split,80.0,Neon,Duelist,7.5,15.0,53.3,45.5,53.3,1.19,173.1,261.4,29.0,Split,67.0,Vandal,Assault Rifles,37.0,60.0,3.0,2250.0,Ghost,Sidearms,42.0,55.0,3.0,213.0,Sheriff,Sidearms,47.0,49.0,4.0,201.0
2914,eu,435.0,203.0,109.0,141.7,1.01,41.4,51.2,104.0,69.0,3.0,3192.0,3175.0,801.0,217.5,1.26,0.8,517.0,132.0,6.0,50.3,Jett,Duelist,28.0,55.0,52.7,33.3,55.6,1.11,150.7,233.2,8.0,Lotus,60.0,Reyna,Duelist,30.0,54.0,51.9,50.8,55.2,0.99,138.0,210.6,6.0,Split,75.0,Clove,Controller,23.0,43.0,60.5,50.0,53.6,0.97,146.9,227.1,7.0,Lotus,86.0,Vandal,Assault Rifles,54.0,43.0,3.0,1783.0,Phantom,Assault Rifles,49.0,47.0,4.0,304.0,Ghost,Sidearms,68.0,31.0,1.0,295.0
2915,eu,283.0,33.0,18.0,165.6,1.2,25.1,48.5,16.0,78.5,23.0,597.0,496.0,224.0,245.6,1.66,0.9,39.0,19.0,0.0,50.7,Clove,Controller,11.0,20.0,50.0,47.8,100.0,1.22,167.9,252.4,21.0,Lotus,100.0,Iso,Duelist,2.4,4.0,50.0,57.1,80.0,1.11,176.6,243.6,30.0,Haven,33.0,Omen,Controller,1.1,2.0,50.0,50.0,50.0,1.28,159.9,223.8,44.0,Fracture,100.0,Vandal,Assault Rifles,35.0,57.0,7.0,325.0,Phantom,Assault Rifles,36.0,56.0,9.0,52.0,Guardian,Assault Rifles,51.0,48.0,1.0,52.0
2916,eu,558.0,45.0,24.0,175.5,1.27,37.2,53.3,24.0,76.8,33.0,882.0,695.0,270.0,267.0,1.66,1.0,104.0,27.0,2.0,52.4,Clove,Controller,7.7,15.0,66.7,35.0,66.7,1.2,186.4,284.9,26.0,Haven,75.0,Gekko,Initiator,4.5,9.0,33.3,65.0,62.5,1.27,165.6,255.9,31.0,Lotus,67.0,Sova,Initiator,2.8,5.0,40.0,75.0,57.1,1.54,211.4,306.5,82.0,Abyss,67.0,Vandal,Assault Rifles,50.0,49.0,2.0,606.0,Sheriff,Sidearms,60.0,38.0,2.0,75.0,Ghost,Sidearms,53.0,45.0,3.0,68.0
2917,eu,383.0,61.0,31.0,149.8,1.06,33.1,55.7,34.0,69.1,2.0,1007.0,954.0,205.0,229.6,1.27,0.8,150.0,46.0,1.0,52.7,Reyna,Duelist,10.0,20.0,50.0,53.3,70.0,1.07,155.2,239.1,2.0,Lotus,67.0,Chamber,Sentinel,6.8,13.0,46.2,53.8,70.0,0.97,131.0,203.2,12.0,Lotus,50.0,Jett,Duelist,6.8,13.0,38.5,75.0,50.0,1.13,153.8,242.2,13.0,Split,33.0,Vandal,Assault Rifles,46.0,51.0,3.0,576.0,Phantom,Assault Rifles,43.0,55.0,2.0,100.0,Sheriff,Sidearms,61.0,39.0,0.0,62.0
2918,eu,409.0,104.0,59.0,152.5,1.16,21.8,52.9,55.0,71.2,18.0,1875.0,1620.0,404.0,241.7,1.41,0.8,395.0,94.0,5.0,51.6,Jett,Duelist,37.0,65.0,47.7,75.0,76.9,1.15,155.4,247.0,19.0,Pearl,58.0,Chamber,Sentinel,10.0,18.0,61.1,57.9,64.3,1.24,150.3,234.6,24.0,Fracture,80.0,Omen,Controller,4.3,8.0,75.0,45.7,63.2,1.14,143.5,231.7,11.0,Split,100.0,Vandal,Assault Rifles,41.0,55.0,3.0,791.0,Operator,Sniper Rifles,6.0,93.0,2.0,297.0,Judge,Shotguns,13.0,78.0,9.0,109.0
2919,eu,260.0,187.0,106.0,141.5,1.07,33.0,48.7,91.0,72.5,12.0,2963.0,2763.0,1169.0,213.5,1.5,0.7,340.0,138.0,2.0,49.1,Fade,Initiator,26.0,46.0,52.2,53.7,60.9,1.12,142.7,215.3,12.0,Pearl,53.0,Sova,Initiator,24.0,45.0,48.9,50.4,55.2,1.03,139.1,206.0,13.0,Abyss,58.0,Brimstone,Controller,19.0,33.0,63.6,0.0,52.0,1.2,153.3,235.1,24.0,Fracture,52.0,Vandal,Assault Rifles,43.0,55.0,3.0,1989.0,Sheriff,Sidearms,59.0,40.0,1.0,335.0,Guardian,Assault Rifles,35.0,63.0,2.0,207.0
2920,eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,eu,344.0,256.0,151.0,146.9,1.11,29.3,50.4,129.0,71.4,7.0,4258.0,3851.0,1028.0,219.7,1.37,0.8,481.0,196.0,12.0,50.0,Iso,Duelist,23.0,40.0,62.5,50.4,57.5,1.2,159.5,234.2,20.0,Pearl,80.0,Tejo,Initiator,21.0,39.0,51.3,52.1,52.8,1.07,142.2,210.1,9.0,Fracture,56.0,Raze,Duelist,21.0,39.0,38.5,49.1,51.4,1.18,161.2,249.1,17.0,Lotus,53.0,Vandal,Assault Rifles,44.0,53.0,3.0,2494.0,Phantom,Assault Rifles,37.0,58.0,5.0,317.0,Sheriff,Sidearms,51.0,48.0,1.0,284.0
2922,eu,70.0,196.0,111.0,142.9,1.05,34.0,51.5,101.0,72.2,9.0,3156.0,2999.0,1118.0,213.7,1.43,0.8,264.0,152.0,6.0,50.8,Clove,Controller,20.0,37.0,45.9,50.0,66.7,0.98,151.0,228.8,3.0,Pearl,63.0,Cypher,Sentinel,12.0,22.0,40.9,69.2,61.3,1.09,144.0,216.5,11.0,Lotus,50.0,Gekko,Initiator,11.0,20.0,50.0,48.1,53.6,1.02,135.5,205.7,1.0,Pearl,60.0,Vandal,Assault Rifles,46.0,52.0,3.0,2029.0,Sheriff,Sidearms,50.0,49.0,1.0,345.0,Ghost,Sidearms,47.0,52.0,1.0,264.0
2923,eu,460.0,26.0,16.0,167.3,1.3,32.8,50.0,13.0,69.7,38.0,543.0,418.0,89.0,247.6,1.51,0.9,72.0,17.0,3.0,48.7,Cypher,Sentinel,6.7,11.0,45.5,52.6,75.0,1.15,146.6,218.4,17.0,Split,67.0,Chamber,Sentinel,4.5,7.0,57.1,50.0,66.7,1.4,176.4,260.6,49.0,Lotus,67.0,Jett,Duelist,3.1,5.0,60.0,0.0,50.0,1.53,190.7,282.6,64.0,Split,50.0,Vandal,Assault Rifles,46.0,51.0,3.0,304.0,Guardian,Assault Rifles,37.0,63.0,0.0,36.0,Ghost,Sidearms,60.0,40.0,0.0,36.0
2924,eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,eu,424.0,24.0,13.0,205.5,1.46,43.9,62.5,15.0,73.2,50.0,581.0,399.0,103.0,324.1,1.71,1.1,130.0,18.0,3.0,54.3,Reyna,Duelist,4.5,8.0,62.5,63.6,100.0,1.49,204.4,328.0,52.0,Lotus,50.0,Jett,Duelist,2.3,4.0,50.0,50.0,100.0,1.26,189.9,294.4,30.0,Haven,0.0,Phoenix,Duelist,1.7,3.0,100.0,,66.7,1.25,182.4,275.2,15.0,Pearl,100.0,Vandal,Assault Rifles,59.0,39.0,2.0,433.0,Ghost,Sidearms,57.0,43.0,0.0,46.0,Sheriff,Sidearms,64.0,36.0,0.0,36.0
2926,eu,777.0,65.0,36.0,143.3,1.04,37.9,50.8,33.0,72.5,7.0,1051.0,1014.0,358.0,215.0,1.39,0.8,108.0,61.0,4.0,50.2,Tejo,Initiator,7.9,15.0,46.7,48.8,80.0,1.0,141.2,208.8,5.0,Fracture,75.0,Sova,Initiator,7.0,12.0,41.7,62.5,75.0,1.06,146.0,216.9,16.0,Pearl,50.0,Clove,Controller,6.2,12.0,50.0,46.7,58.3,0.97,154.4,234.8,1.0,Haven,100.0,Vandal,Assault Rifles,53.0,44.0,3.0,391.0,Phantom,Assault Rifles,48.0,50.0,2.0,309.0,Ghost,Sidearms,60.0,40.0,0.0,105.0
2927,eu,514.0,51.0,27.0,116.6,0.83,30.3,51.0,26.0,71.2,21.0,648.0,783.0,254.0,171.3,1.15,0.6,51.0,28.0,0.0,50.9,Deadlock,Sentinel,10.0,21.0,57.1,50.0,80.0,0.81,110.3,159.0,22.0,Pearl,80.0,Tejo,Initiator,6.3,12.0,50.0,46.2,75.0,0.81,113.9,164.9,19.0,Pearl,67.0,Clove,Controller,6.1,11.0,54.5,0.0,66.7,0.92,141.3,215.5,20.0,Lotus,60.0,Vandal,Assault Rifles,44.0,53.0,4.0,318.0,Phantom,Assault Rifles,33.0,65.0,3.0,107.0,Guardian,Assault Rifles,44.0,55.0,1.0,61.0
2928,eu,354.0,46.0,25.0,151.2,1.04,31.1,50.0,23.0,74.4,9.0,757.0,726.0,294.0,220.5,1.45,0.8,70.0,26.0,2.0,50.4,Clove,Controller,14.0,26.0,50.0,40.0,66.7,1.06,157.1,232.8,8.0,Fracture,50.0,Cypher,Sentinel,2.5,5.0,80.0,51.9,62.5,1.14,149.8,219.8,21.0,Pearl,50.0,Tejo,Initiator,2.1,4.0,50.0,77.8,57.1,1.44,188.4,271.2,57.0,Abyss,100.0,Vandal,Assault Rifles,46.0,51.0,3.0,448.0,Phantom,Assault Rifles,39.0,54.0,6.0,104.0,Ghost,Sidearms,45.0,52.0,3.0,61.0
2929,eu,627.0,83.0,46.0,129.7,0.94,33.3,33.7,28.0,71.4,6.0,1197.0,1271.0,425.0,192.8,1.28,0.7,109.0,60.0,0.0,47.4,Sova,Initiator,6.4,12.0,33.3,40.0,54.5,0.88,125.7,180.7,3.0,Pearl,50.0,Breach,Initiator,5.2,9.0,0.0,25.6,50.0,0.82,115.2,174.2,24.0,Lotus,0.0,Tejo,Initiator,4.4,8.0,50.0,42.9,45.5,1.08,139.2,210.6,14.0,Bind,60.0,Vandal,Assault Rifles,47.0,50.0,3.0,805.0,Ghost,Sidearms,45.0,53.0,2.0,119.0,Sheriff,Sidearms,51.0,48.0,1.0,65.0
2930,eu,326.0,27.0,14.0,137.3,1.03,31.9,63.0,17.0,71.1,7.0,395.0,385.0,143.0,199.2,1.4,0.7,41.0,17.0,0.0,53.9,Breach,Initiator,2.6,5.0,80.0,62.5,100.0,1.37,139.0,202.9,19.0,Fracture,80.0,Astra,Controller,1.9,4.0,75.0,50.0,80.0,1.18,150.9,218.7,25.0,Abyss,100.0,Killjoy,Sentinel,1.9,4.0,50.0,42.9,75.0,1.12,147.4,213.7,25.0,Haven,33.0,Vandal,Assault Rifles,49.0,46.0,5.0,247.0,Bulldog,Assault Rifles,41.0,56.0,3.0,31.0,Ghost,Sidearms,73.0,27.0,0.0,30.0
2931,eu,477.0,102.0,56.0,138.7,0.98,30.6,45.1,46.0,70.3,2.0,1579.0,1606.0,480.0,208.9,1.28,0.7,187.0,70.0,4.0,48.8,Tejo,Initiator,13.0,26.0,61.5,41.2,69.2,0.97,133.2,195.6,1.0,Lotus,100.0,Jett,Duelist,8.7,15.0,53.3,33.3,60.0,1.0,141.9,215.6,1.0,Haven,75.0,Clove,Controller,8.1,15.0,46.7,52.9,53.8,1.08,157.1,238.9,10.0,Abyss,60.0,Vandal,Assault Rifles,45.0,51.0,4.0,865.0,Phantom,Assault Rifles,38.0,55.0,7.0,232.0,Ghost,Sidearms,42.0,57.0,1.0,124.0
2932,eu,463.0,80.0,44.0,134.8,0.98,29.9,47.5,38.0,70.5,0.0,1209.0,1238.0,430.0,202.1,1.32,0.7,159.0,59.0,0.0,48.7,Tejo,Initiator,12.0,22.0,36.4,40.6,55.6,1.02,137.1,203.9,8.0,Pearl,50.0,Jett,Duelist,10.0,20.0,60.0,52.9,54.5,1.13,151.2,229.3,14.0,Abyss,75.0,Raze,Duelist,5.0,9.0,55.6,44.4,50.0,1.09,157.6,229.3,18.0,Lotus,80.0,Vandal,Assault Rifles,48.0,49.0,3.0,766.0,Sheriff,Sidearms,47.0,53.0,1.0,113.0,Ghost,Sidearms,53.0,47.0,0.0,52.0
2933,eu,284.0,61.0,34.0,142.4,1.0,40.3,49.2,30.0,65.9,0.0,1006.0,1007.0,196.0,218.4,1.19,0.8,190.0,49.0,2.0,50.3,Jett,Duelist,16.0,29.0,55.2,48.8,66.7,1.06,154.3,241.8,7.0,Abyss,60.0,Reyna,Duelist,5.8,10.0,30.0,50.0,61.5,0.79,126.0,187.8,24.0,Pearl,75.0,Gekko,Initiator,2.6,5.0,60.0,50.0,60.0,1.24,149.1,232.8,19.0,Bind,50.0,Vandal,Assault Rifles,52.0,46.0,2.0,643.0,Ghost,Sidearms,57.0,43.0,0.0,81.0,Sheriff,Sidearms,57.0,40.0,3.0,75.0
2934,eu,431.0,68.0,38.0,146.9,1.0,31.3,44.1,30.0,69.5,2.0,1138.0,1142.0,334.0,221.3,1.29,0.8,174.0,62.0,2.0,49.4,Jett,Duelist,8.2,15.0,40.0,40.0,62.5,1.09,159.1,237.1,16.0,Lotus,75.0,Reyna,Duelist,9.1,15.0,26.7,42.9,58.3,0.85,135.5,197.8,11.0,Lotus,67.0,Clove,Controller,2.2,4.0,75.0,55.6,50.0,1.0,170.6,265.7,4.0,Pearl,100.0,Vandal,Assault Rifles,46.0,51.0,2.0,670.0,Phantom,Assault Rifles,45.0,55.0,1.0,94.0,Ghost,Sidearms,52.0,45.0,2.0,80.0
2935,eu,107.0,189.0,102.0,144.8,1.08,26.1,45.5,86.0,69.3,8.0,3088.0,2869.0,568.0,224.7,1.27,0.8,658.0,137.0,0.0,49.6,Jett,Duelist,77.0,140.0,49.3,45.3,50.0,1.11,146.9,229.5,11.0,Pearl,67.0,Yoru,Duelist,9.8,19.0,21.1,75.0,47.8,0.95,132.7,206.7,3.0,Pearl,11.0,Iso,Duelist,8.1,15.0,40.0,0.0,47.1,1.12,154.2,234.0,13.0,Abyss,38.0,Vandal,Assault Rifles,36.0,60.0,4.0,1265.0,Operator,Sniper Rifles,7.0,92.0,1.0,616.0,Sheriff,Sidearms,52.0,46.0,2.0,277.0
2936,eu,118.0,60.0,34.0,146.3,1.13,19.7,45.0,27.0,75.6,9.0,1038.0,920.0,419.0,234.7,1.58,0.8,110.0,37.0,6.0,48.8,Astra,Controller,10.0,19.0,26.3,47.1,100.0,1.06,139.2,217.7,4.0,Pearl,29.0,Clove,Controller,7.3,12.0,50.0,33.3,44.4,1.04,155.5,248.8,3.0,Haven,50.0,Viper,Controller,5.8,10.0,60.0,50.0,44.4,1.21,140.6,235.7,7.0,Lotus,50.0,Phantom,Assault Rifles,31.0,62.0,7.0,311.0,Vandal,Assault Rifles,37.0,59.0,4.0,254.0,Operator,Sniper Rifles,4.0,96.0,0.0,83.0
2937,eu,279.0,110.0,60.0,133.2,0.9,25.6,45.5,50.0,69.0,7.0,1561.0,1738.0,494.0,196.9,1.18,0.7,204.0,77.0,4.0,48.0,Cypher,Sentinel,16.0,30.0,56.7,36.4,64.7,0.81,120.8,175.5,16.0,Split,75.0,Reyna,Duelist,12.0,22.0,27.3,51.2,61.5,0.88,133.9,200.3,13.0,Bind,38.0,Sova,Initiator,6.8,13.0,61.5,53.8,52.9,1.25,164.2,244.4,33.0,Abyss,89.0,Vandal,Assault Rifles,37.0,59.0,4.0,954.0,Phantom,Assault Rifles,34.0,62.0,4.0,181.0,Ghost,Sidearms,37.0,59.0,3.0,133.0
2938,eu,82.0,64.0,36.0,142.4,1.19,25.8,57.8,37.0,71.9,14.0,1087.0,913.0,308.0,220.4,1.53,0.8,95.0,53.0,2.0,52.2,Deadlock,Sentinel,24.0,42.0,64.3,75.0,83.3,1.22,137.7,214.5,16.0,Lotus,78.0,Tejo,Initiator,2.2,4.0,0.0,62.2,77.8,0.83,128.0,192.1,13.0,Pearl,0.0,Phoenix,Duelist,1.2,3.0,100.0,40.0,66.7,1.38,177.5,260.6,8.0,Haven,100.0,Phantom,Assault Rifles,29.0,64.0,7.0,362.0,Vandal,Assault Rifles,41.0,56.0,4.0,308.0,Ghost,Sidearms,45.0,55.0,0.0,117.0
2939,eu,59.0,33.0,17.0,120.3,0.92,22.9,63.6,21.0,75.0,6.0,425.0,461.0,222.0,182.2,1.4,0.6,34.0,27.0,0.0,53.9,Viper,Controller,3.9,7.0,71.4,60.0,75.0,0.99,123.4,191.9,3.0,Split,100.0,Fade,Initiator,3.2,6.0,83.3,60.0,75.0,1.17,132.0,210.4,8.0,Lotus,100.0,Astra,Controller,2.5,5.0,80.0,64.7,75.0,0.85,106.3,158.6,11.0,Pearl,67.0,Vandal,Assault Rifles,34.0,61.0,4.0,275.0,Ghost,Sidearms,29.0,65.0,6.0,40.0,Stinger,SMGs,26.0,72.0,1.0,23.0
2940,eu,328.0,64.0,33.0,145.2,1.1,33.9,40.6,26.0,72.5,11.0,1041.0,944.0,355.0,217.3,1.48,0.8,85.0,36.0,2.0,47.3,Chamber,Sentinel,7.9,15.0,33.3,35.3,62.5,1.03,143.2,213.1,7.0,Pearl,50.0,Cypher,Sentinel,5.8,11.0,36.4,42.9,62.5,1.23,151.6,228.0,16.0,Fracture,50.0,Sage,Sentinel,2.2,4.0,50.0,42.9,50.0,1.18,140.0,210.7,8.0,Split,50.0,Vandal,Assault Rifles,48.0,49.0,3.0,541.0,Sheriff,Sidearms,56.0,41.0,3.0,113.0,Ghost,Sidearms,45.0,52.0,2.0,74.0
2941,eu,344.0,127.0,69.0,143.9,1.06,31.5,50.4,64.0,70.0,8.0,1996.0,1886.0,535.0,217.5,1.34,0.8,325.0,85.0,4.0,50.7,Tejo,Initiator,26.0,49.0,51.0,41.2,71.4,1.01,137.6,206.3,7.0,Split,60.0,Jett,Duelist,12.0,24.0,45.8,66.7,63.2,1.11,156.9,242.3,12.0,Bind,60.0,Reyna,Duelist,9.6,18.0,38.9,54.0,60.0,1.18,160.5,244.0,25.0,Haven,33.0,Vandal,Assault Rifles,43.0,54.0,4.0,1299.0,Sheriff,Sidearms,57.0,41.0,2.0,173.0,Ghost,Sidearms,51.0,47.0,2.0,130.0
2942,eu,511.0,43.0,23.0,138.1,0.95,27.9,55.8,24.0,72.6,17.0,637.0,672.0,241.0,204.4,1.31,0.7,91.0,35.0,0.0,53.6,Phoenix,Duelist,15.0,29.0,72.4,67.7,85.7,1.1,145.3,215.3,10.0,Fracture,100.0,Clove,Controller,4.1,7.0,14.3,14.3,71.4,0.68,128.2,192.9,39.0,Abyss,0.0,Chamber,Sentinel,1.7,3.0,33.3,40.0,50.0,0.74,111.5,164.8,25.0,Bind,0.0,Vandal,Assault Rifles,41.0,55.0,4.0,320.0,Phantom,Assault Rifles,31.0,61.0,8.0,117.0,Sheriff,Sidearms,54.0,46.0,0.0,54.0
2943,eu,157.0,113.0,60.0,150.8,1.14,25.8,51.3,58.0,71.8,8.0,1964.0,1729.0,451.0,236.1,1.4,0.8,311.0,90.0,3.0,51.0,Jett,Duelist,27.0,51.0,41.2,64.3,81.2,1.12,152.6,242.2,7.0,Fracture,50.0,Clove,Controller,6.9,12.0,83.3,73.3,50.0,1.15,171.2,275.9,3.0,Bind,100.0,Killjoy,Sentinel,5.8,10.0,60.0,43.1,50.0,1.38,154.3,229.5,32.0,Lotus,50.0,Vandal,Assault Rifles,41.0,55.0,4.0,913.0,Operator,Sniper Rifles,3.0,97.0,1.0,182.0,Spectre,SMGs,27.0,65.0,8.0,102.0
2944,eu,272.0,40.0,23.0,131.2,0.98,30.9,57.5,23.0,70.5,1.0,588.0,600.0,207.0,200.1,1.32,0.7,51.0,26.0,0.0,50.6,Tejo,Initiator,7.9,13.0,53.8,83.3,83.3,0.88,132.6,196.9,4.0,Lotus,80.0,Cypher,Sentinel,6.7,12.0,83.3,25.0,71.4,1.1,128.4,194.2,9.0,Haven,100.0,Clove,Controller,1.5,3.0,33.3,100.0,66.7,0.94,130.6,212.1,14.0,Abyss,0.0,Vandal,Assault Rifles,49.0,49.0,2.0,280.0,Phantom,Assault Rifles,32.0,56.0,12.0,99.0,Ghost,Sidearms,48.0,50.0,2.0,73.0
2945,eu,232.0,122.0,67.0,139.1,0.92,37.4,49.2,60.0,67.2,14.0,1953.0,2119.0,484.0,215.2,1.15,0.8,351.0,91.0,3.0,50.8,Clove,Controller,27.0,50.0,56.0,56.0,63.2,0.99,150.8,233.9,7.0,Split,67.0,Jett,Duelist,27.0,49.0,46.9,42.9,55.6,0.88,135.5,209.8,16.0,Pearl,45.0,Neon,Duelist,2.9,5.0,0.0,100.0,52.6,0.7,112.1,177.9,47.0,Fracture,0.0,Vandal,Assault Rifles,49.0,47.0,3.0,1401.0,Sheriff,Sidearms,55.0,44.0,1.0,127.0,Ghost,Sidearms,51.0,46.0,2.0,93.0
2946,eu,557.0,100.0,55.0,150.8,1.04,33.3,46.0,46.0,72.7,7.0,1735.0,1663.0,553.0,230.7,1.38,0.8,255.0,80.0,3.0,49.7,Clove,Controller,21.0,38.0,52.6,50.0,73.3,1.04,159.0,247.0,3.0,Lotus,60.0,Tejo,Initiator,8.0,13.0,23.1,66.7,66.7,1.14,152.3,228.4,23.0,Abyss,40.0,Jett,Duelist,6.0,11.0,27.3,43.3,46.2,0.98,144.7,224.3,0.0,Pearl,33.0,Vandal,Assault Rifles,46.0,51.0,2.0,1109.0,Phantom,Assault Rifles,42.0,54.0,4.0,218.0,Ghost,Sidearms,46.0,53.0,1.0,147.0
2947,eu,236.0,114.0,64.0,160.0,1.18,29.6,47.4,54.0,73.6,24.0,2003.0,1691.0,535.0,236.2,1.5,0.8,230.0,81.0,3.0,50.7,Reyna,Duelist,15.0,26.0,61.5,48.4,60.0,1.18,159.6,237.0,21.0,Haven,75.0,Iso,Duelist,8.7,16.0,56.2,50.0,55.6,1.44,181.7,260.9,54.0,Abyss,54.0,Raze,Duelist,8.8,16.0,31.2,33.3,50.0,1.16,171.8,252.4,35.0,Bind,33.0,Vandal,Assault Rifles,44.0,53.0,3.0,1190.0,Sheriff,Sidearms,45.0,51.0,4.0,242.0,Phantom,Assault Rifles,34.0,62.0,5.0,178.0
2948,eu,37.0,50.0,28.0,159.3,1.1,34.6,56.0,28.0,72.0,9.0,925.0,839.0,250.0,238.7,1.4,0.8,132.0,31.0,2.0,53.3,Iso,Duelist,4.8,8.0,37.5,53.6,75.0,1.11,159.4,236.1,14.0,Abyss,60.0,Phoenix,Duelist,3.8,7.0,71.4,60.0,66.7,1.29,188.5,281.1,16.0,Haven,71.0,Tejo,Initiator,3.6,7.0,57.1,50.0,57.1,1.08,146.1,212.8,12.0,Bind,100.0,Vandal,Assault Rifles,49.0,48.0,3.0,614.0,Sheriff,Sidearms,54.0,45.0,1.0,100.0,Ghost,Sidearms,50.0,46.0,3.0,64.0
2949,eu,321.0,75.0,39.0,169.9,1.28,37.3,58.7,44.0,73.2,38.0,1339.0,1047.0,284.0,256.6,1.55,0.9,255.0,66.0,2.0,52.9,Sova,Initiator,13.0,26.0,69.2,52.2,72.7,1.28,164.1,244.3,41.0,Abyss,89.0,Killjoy,Sentinel,10.0,21.0,57.1,58.3,70.0,1.44,165.7,243.2,47.0,Pearl,71.0,Raze,Duelist,9.0,17.0,64.7,0.0,60.0,1.3,192.3,300.0,45.0,Lotus,83.0,Vandal,Assault Rifles,53.0,45.0,2.0,1000.0,Sheriff,Sidearms,58.0,40.0,2.0,117.0,Ghost,Sidearms,70.0,26.0,4.0,36.0
2950,eu,583.0,80.0,46.0,142.2,1.1,25.8,51.2,41.0,72.1,12.0,1333.0,1212.0,464.0,216.6,1.48,0.8,119.0,64.0,3.0,50.2,Cypher,Sentinel,20.0,35.0,51.4,54.0,63.6,1.13,142.3,216.3,15.0,Fracture,60.0,Killjoy,Sentinel,8.0,14.0,57.1,50.0,63.6,1.21,146.2,222.5,21.0,Lotus,67.0,Astra,Controller,6.3,11.0,36.4,46.4,57.1,1.03,146.7,223.4,12.0,Pearl,30.0,Vandal,Assault Rifles,39.0,57.0,4.0,589.0,Phantom,Assault Rifles,39.0,58.0,3.0,342.0,Spectre,SMGs,26.0,68.0,6.0,91.0
